,IQ,CGPA,Academic_Performance,Communication_Skills,Projects_Completed,Placement
2669,109,6.55,6,9,0,0
3977,121,9.65,8,6,0,0
5259,130,5.12,10,1,3,0
279,94,5.8,2,7,4,0
6730,125,6.66,1,10,2,1
6104,86,8.53,9,2,3,0
7020,130,9.19,3,1,5,1
1694,101,8.63,5,2,1,0
8912,96,9.87,9,5,0,0
3479,120,8.09,8,4,2,1
4416,103,7.4,6,4,2,0
7592,88,8.84,1,5,4,0
6282,113,9.95,4,1,3,1
5603,114,6.81,6,1,1,0
8619,123,7.33,10,4,0,0
7780,94,7.12,1,9,0,0
4296,84,8.97,6,4,2,0
4593,67,6.57,8,7,4,0
4844,117,5.22,8,8,5,1
2209,99,9.27,7,3,0,0
7605,89,10.39,10,10,5,1
5501,107,6.02,2,5,3,0
184,96,9.17,10,6,4,0
4800,107,10.11,3,9,2,1
4845,107,8.15,2,5,0,0
2350,115,6.34,8,2,2,0
553,103,9.75,2,6,3,0
1397,85,9.63,3,8,0,0
1384,111,8.37,2,9,3,1
9182,96,5.62,6,10,4,0
9817,100,8.52,9,10,1,0
297,104,5.8,3,9,4,0
443,98,7.35,7,5,5,0
7338,100,10.14,2,3,5,0
2077,118,7.28,10,6,4,0
7815,102,7.75,2,4,1,0
2229,115,5.86,9,7,0,0
2842,122,6.39,1,4,0,0
2537,113,6.52,1,3,1,0
8145,99,6.59,2,9,4,0
9536,88,8.01,8,10,2,1
6443,113,7.04,8,2,4,0
3367,102,8.06,6,7,4,0
4486,106,8.83,3,2,5,0
2578,104,8.92,7,8,5,1
1131,106,9.17,8,1,2,0
4818,109,7.35,9,5,0,0
320,101,7.22,2,8,2,0
1371,125,6.13,2,3,4,0
4042,75,8.83,7,3,3,0
9125,100,8.86,6,6,4,0
5145,101,6.67,8,6,0,0
907,111,9.31,8,1,5,1
9426,85,9.45,1,1,3,0
3950,107,5.51,5,10,5,0
6145,96,5.69,3,7,1,0
8886,105,7.09,4,10,2,0
6695,83,8.95,1,3,4,0
4977,101,9.03,9,10,3,1
6092,97,5.39,5,5,3,0
8408,90,6.27,9,5,1,0
926,91,7.29,7,10,2,0
6143,110,9.44,2,1,1,0
15,91,5.8,3,2,3,0
143,102,7.62,2,8,0,0
2363,116,9.94,10,9,4,1
129,92,6.92,10,8,4,0
1161,134,7.82,10,6,3,0
7551,128,9.63,7,4,2,1
6129,78,9.93,2,6,5,0
4665,97,9.98,6,8,5,1
5660,99,5.36,2,8,0,0
6460,94,9.63,10,8,2,1
1876,91,6.87,4,1,1,0
2488,100,6.47,2,10,4,0
5327,103,7.83,2,9,5,0
9361,121,10.29,4,10,5,1
1182,113,5.79,7,10,4,1
6135,82,7.36,2,9,5,0
6377,100,5.4,6,2,3,0
1170,111,7.64,10,2,4,0
2182,97,9.59,8,6,1,0
3371,82,6.84,2,5,2,0
8040,96,7.72,3,10,5,0
1859,103,6.34,6,4,0,0
4860,92,9.35,4,9,3,1
9255,92,5.57,2,3,4,0
8345,104,5.1,9,4,5,0
7347,80,9.82,10,7,5,0
4864,98,7.79,2,5,2,0
9886,97,8.58,7,8,5,1
6388,112,8.44,10,9,4,1
3121,90,9.51,2,3,3,0
387,128,7.79,6,8,5,1
7785,100,8.86,10,1,3,0
1032,105,10.09,5,5,3,0
7852,105,6.03,10,8,3,0
5418,91,6.55,5,2,1,0
931,128,9.55,4,2,5,1
4019,98,7.78,7,10,0,0
691,117,6.99,9,2,2,0
5298,110,9.3,6,4,5,0
6658,98,4.82,7,8,2,0
829,95,5.5,6,6,2,0
3498,97,7.81,6,6,3,0
2081,109,10.42,10,4,0,0
9440,73,8.11,6,6,3,0
44,77,8.72,1,5,1,0
3939,88,9.63,8,2,0,0
5257,88,8.63,4,6,1,0
8437,102,6.11,9,3,4,0
4319,94,5.94,7,2,0,0
2965,96,8.31,8,1,4,0
3969,119,4.89,5,9,2,1
1187,96,9.8,5,3,4,0
284,131,8.23,9,5,4,1
8873,95,7.14,1,7,3,0
4159,101,4.78,9,7,1,0
3092,98,5.86,7,5,1,0
4556,84,9.4,10,3,4,0
4584,97,6.71,1,6,1,0
4323,83,6.89,2,1,5,0
5504,92,6.34,4,2,2,0
7074,110,7.87,2,9,0,0
3364,89,9.36,9,1,5,0
8025,97,9.93,5,5,3,0
3195,71,5.9,5,8,0,0
8810,102,5.04,3,7,5,0
969,78,7.29,5,2,3,0
3734,111,7.15,10,3,1,0
925,77,8.96,10,2,3,0
9496,118,6.46,8,10,2,1
6451,114,9.41,4,8,5,1
8797,113,9.62,4,2,4,1
2851,112,8.35,8,9,2,1
5180,103,6.99,5,3,2,0
6723,62,8.75,7,5,2,0
9322,101,8.49,7,5,2,0
7810,108,5.67,3,2,1,0
4471,119,8.48,5,2,1,0
5168,88,4.79,6,3,2,0
4348,85,6.8,3,1,3,0
7903,82,6.03,8,7,2,0
3626,87,6.35,8,8,0,0
1789,120,5.47,3,6,0,0
8293,132,5.95,9,8,2,1
2059,102,7.95,6,1,5,0
4013,102,8.2,9,8,0,0
1902,117,5.49,9,7,2,0
5573,94,6.36,2,1,2,0
6925,80,5.7,4,7,2,0
75,112,6.04,5,9,3,1
2345,116,6.91,2,10,5,1
5484,64,6.94,9,5,3,0
430,82,6.6,3,7,2,0
4586,115,7.49,3,7,3,0
8099,102,8.85,5,1,4,0
8457,100,9.34,3,7,0,0
8156,102,8.08,9,6,4,0
7893,84,4.83,7,3,2,0
1553,87,10.37,8,9,3,1
240,88,9.22,9,4,3,0
783,109,8.43,2,4,2,0
3066,126,7.29,2,6,1,0
977,63,8.23,10,8,1,0
2941,93,8.01,2,8,2,1
5377,66,7.88,6,3,5,0
4730,82,5.64,4,4,2,0
1620,101,8.74,1,7,1,0
2146,75,8.33,9,4,2,0
1801,99,6.26,10,8,5,0
2095,98,6.94,9,4,4,0
6074,125,8.43,1,3,3,1
5245,99,9.72,6,5,0,0
1357,105,6.77,4,4,2,0
8063,114,7.11,1,4,1,0
6050,120,5.8,8,8,2,1
8368,124,7.59,6,1,1,0
6017,102,5.19,7,6,1,0
9931,87,8.04,6,10,2,1
8769,111,8.82,5,8,4,1
7503,101,5.8,3,3,3,0
1609,96,7.11,10,3,4,0
3096,115,6.01,8,1,1,0
9771,104,9.12,1,7,4,0
2415,104,5.85,10,6,5,0
2017,69,5.65,6,5,3,0
6018,97,8.62,4,5,4,0
4125,83,8.61,6,8,3,1
9802,134,7.43,10,1,5,0
3246,106,9.67,3,9,3,1
124,108,8.87,9,7,0,0
6425,107,6.54,10,7,2,0
5308,88,8.11,5,7,5,0
7463,82,4.79,7,2,1,0
9157,108,6.61,2,4,1,0
3341,96,6.46,3,5,0,0
598,93,4.85,4,10,3,0
2123,96,6.53,8,8,2,0
9498,100,5.89,7,7,3,0
7685,113,8.19,7,2,2,1
7049,82,8.76,2,10,3,1
9661,104,9.6,8,9,2,1
2197,100,5.0,3,7,4,0
4051,102,7.37,8,2,5,0
6054,105,9.7,7,1,3,0
3362,73,7.41,6,4,2,0
6851,88,8.43,10,3,3,0
725,97,9.78,8,4,4,0
4934,93,5.36,8,10,0,0
978,76,8.86,5,7,1,0
808,118,5.27,4,2,5,0
9603,94,7.83,7,10,3,0
1475,109,7.08,9,1,1,0
5935,106,8.06,1,5,4,0
9036,100,8.89,4,9,2,1
7335,104,8.04,3,6,4,0
3962,100,5.52,10,1,1,0
6422,119,5.53,6,3,2,0
4905,113,5.49,5,4,1,0
1235,124,8.75,8,6,2,1
1225,98,9.47,5,4,4,0
8049,101,6.91,7,2,3,0
9278,93,9.73,9,3,0,0
8671,123,7.46,6,2,3,0
5229,114,9.16,2,9,4,1
6950,80,8.84,3,3,0,0
3217,92,6.18,1,8,5,0
287,108,8.51,5,3,3,0
5023,76,6.76,6,4,3,0
2966,105,7.08,3,9,1,0
3164,82,7.69,5,5,1,0
6003,91,9.68,2,8,5,1
8887,98,6.43,1,1,4,0
1657,119,9.82,9,6,0,0
1975,94,8.18,1,4,0,0
2397,84,8.24,10,4,5,0
452,85,8.54,4,2,2,0
8030,93,9.47,4,1,4,0
4696,107,9.43,6,1,1,0
3681,94,5.17,2,3,2,0
422,96,6.19,4,10,1,0
9725,95,6.11,6,8,1,0
657,99,4.94,7,3,2,0
3301,85,9.04,4,2,5,0
6394,86,9.43,4,5,0,0
2845,83,8.82,4,7,1,0
8291,133,7.0,9,5,1,0
7497,131,6.82,9,9,4,1
1001,113,9.46,7,9,5,1
4198,54,9.27,7,7,4,0
2418,105,9.4,6,8,3,1
7482,91,5.18,8,2,5,0
5706,114,5.89,4,8,4,1
3847,93,7.97,2,6,0,0
961,119,10.12,1,5,2,1
1580,103,6.99,10,10,5,0
5007,107,7.4,3,6,3,0
2206,122,8.43,6,5,4,1
6312,81,9.3,9,9,0,0
9562,108,6.97,2,2,5,0
4231,120,9.04,1,2,1,0
757,102,9.37,4,3,4,0
2284,93,8.62,5,2,0,0
6663,59,9.16,4,5,1,0
4755,104,9.91,3,7,3,0
8211,109,6.52,7,6,5,0
807,92,5.5,7,9,1,0
6575,117,8.24,9,8,1,1
7719,81,8.19,5,4,1,0
1956,67,6.97,4,9,2,0
2445,103,5.17,10,5,5,0
5875,85,7.9,7,4,3,0
8163,99,7.83,1,3,2,0
6138,100,9.99,8,6,5,0
2402,91,9.41,3,6,3,0
1073,80,5.18,4,10,2,0
6557,116,5.67,3,7,3,0
4240,72,9.85,8,9,5,1
8509,108,8.51,7,10,3,1
2091,104,5.54,4,5,3,0
4527,111,6.91,8,10,2,1
7202,112,8.73,10,9,0,1
6795,120,7.72,8,4,4,0
7237,104,7.08,4,4,3,0
7422,82,8.79,2,8,0,0
6849,85,4.84,10,4,3,0
6836,113,6.78,6,6,5,0
1003,90,5.41,4,9,0,0
9099,92,8.4,4,10,3,1
6562,97,6.34,10,5,0,0
5614,92,5.29,6,4,2,0
4651,109,7.3,9,8,5,0
5313,102,5.62,4,4,5,0
1485,113,5.94,2,6,3,0
7607,90,6.85,5,9,4,0
1411,108,7.47,4,5,4,0
9303,73,7.64,7,3,2,0
709,125,10.12,10,9,1,1
9806,102,9.42,3,9,3,1
8042,78,8.24,5,3,3,0
7211,94,4.82,3,8,0,0
3076,111,7.47,1,7,0,0
8314,112,5.44,10,3,2,0
4101,88,7.98,4,7,4,0
5114,97,7.46,8,4,3,0
2722,84,5.45,3,1,4,0
9359,104,7.39,4,4,1,0
1268,88,8.47,4,6,4,0
2462,107,6.31,3,3,0,0
5464,70,7.03,9,4,4,0
268,93,7.42,6,10,2,0
3580,131,7.96,6,7,1,0
5349,100,9.7,6,5,1,0
7290,55,6.79,3,1,0,0
5157,143,8.88,4,3,1,0
6601,100,9.13,5,2,5,0
2821,112,8.63,3,9,3,1
5807,94,7.56,5,5,2,0
589,87,6.25,9,4,1,0
5955,112,7.35,7,1,5,0
5254,87,8.15,3,3,2,0
6661,90,6.45,1,1,1,0
7656,122,5.99,8,3,2,0
8725,94,9.65,3,1,2,0
6896,89,7.04,9,9,3,0
7594,121,7.77,9,9,5,1
2028,103,5.83,1,7,0,0
6818,99,10.14,6,5,5,0
677,126,6.84,4,6,5,0
5763,78,8.51,6,4,2,0
1232,98,6.46,2,1,1,0
5296,101,7.67,5,9,1,0
7103,95,9.2,3,9,5,1
5034,110,7.23,6,10,1,0
5452,125,9.29,1,1,1,0
2432,99,7.0,8,3,0,0
6319,98,5.61,4,5,3,0
6119,94,10.06,10,5,3,0
9158,120,7.9,8,2,3,0
9953,85,10.02,9,4,2,0
896,97,6.86,7,5,0,0
1611,76,7.71,1,7,1,0
6474,72,8.75,7,10,0,0
7661,102,7.85,9,4,0,0
7460,90,6.74,3,6,2,0
3806,100,9.33,5,7,3,0
8273,94,8.54,5,4,5,0
9451,106,8.91,5,10,2,1
4701,78,6.32,4,7,0,0
3961,128,5.87,5,1,4,0
5417,70,7.54,5,8,1,0
890,112,5.35,10,10,3,1
4999,87,7.42,2,3,2,0
7506,103,6.83,10,5,3,0
7881,96,10.03,8,3,1,0
5095,94,7.7,9,9,4,0
6932,103,5.78,2,4,1,0
9617,82,8.95,2,9,5,1
2799,104,8.21,7,5,1,0
584,102,7.09,5,6,5,0
3268,103,6.6,8,4,3,0
3932,113,7.45,3,9,5,1
1260,108,8.76,5,10,5,1
6205,123,5.08,1,2,0,0
310,96,6.05,8,9,3,0
7789,116,7.74,1,7,3,0
6458,89,9.42,1,9,4,1
6206,94,9.66,9,5,4,0
5882,110,9.73,9,9,4,1
4668,87,5.26,7,2,0,0
4298,85,8.1,10,2,3,0
3783,82,5.48,10,4,4,0
1008,115,6.66,4,8,5,1
8354,132,7.75,1,6,4,0
2185,123,6.03,9,9,0,0
3623,100,5.78,5,6,2,0
7039,88,7.48,8,5,1,0
4922,108,6.85,4,5,1,0
9673,75,7.19,1,3,5,0
7950,78,6.71,9,5,2,0
6125,88,10.01,1,5,3,0
4756,77,6.91,7,10,0,0
5074,103,8.72,1,9,4,1
90,101,5.58,3,2,4,0
5974,106,7.78,8,6,1,0
6418,107,5.93,5,2,5,0
8640,124,9.85,8,9,4,1
8690,107,5.55,10,4,3,0
2117,85,8.81,2,4,3,0
2937,96,6.32,1,1,0,0
6842,128,8.03,3,2,2,1
983,99,5.89,3,7,0,0
7260,129,9.48,6,9,2,1
9985,94,9.37,6,2,0,0
2925,103,8.33,6,6,5,0
6061,110,7.78,5,6,0,0
3214,111,6.73,8,4,5,0
6447,93,6.85,8,2,4,0
6779,97,8.05,6,2,0,0
7038,65,6.97,1,9,5,0
5663,77,7.88,1,9,0,0
627,98,6.09,8,5,1,0
8008,95,7.33,6,6,5,0
5125,89,8.22,1,7,1,0
4765,103,5.35,10,6,5,0
8143,93,8.19,5,6,1,0
9594,101,5.4,1,9,2,0
1269,118,8.73,10,2,3,1
128,101,9.07,2,10,4,1
6112,107,7.61,9,6,1,0
1711,98,5.37,4,2,5,0
7862,78,6.5,7,3,1,0
4235,82,6.71,1,4,4,0
5192,108,9.38,2,1,5,0
2398,103,5.04,6,7,5,0
5434,110,5.58,4,9,0,0
6057,115,6.42,8,8,2,1
9318,93,10.07,5,8,3,1
1186,85,6.09,10,5,4,0
6013,116,8.51,4,1,5,1
9793,85,8.66,8,2,3,0
6014,107,8.01,4,2,4,0
1977,114,7.01,5,7,2,0
9887,94,9.22,8,4,5,0
4247,132,7.73,5,6,1,0
7672,105,9.87,2,6,5,0
915,104,8.77,7,2,2,0
1305,86,9.64,4,3,5,0
5455,120,7.82,1,5,1,0
3049,117,8.71,8,10,4,1
9521,129,8.57,4,10,3,1
1273,95,6.86,10,7,0,0
8055,106,6.32,8,7,5,0
2796,108,9.4,3,1,5,0
1398,118,9.46,5,7,5,1
3358,106,8.27,7,2,0,0
183,107,6.58,10,2,4,0
6867,87,7.86,3,4,5,0
5695,107,5.26,4,7,0,0
8835,99,4.56,5,9,4,0
9626,102,5.32,10,6,4,0
6170,86,9.76,7,2,1,0
6987,131,7.99,4,9,3,1
4567,81,8.21,5,10,3,1
8955,115,8.01,10,8,2,1
2656,83,6.21,3,4,2,0
8309,96,9.78,10,6,1,0
6857,95,8.68,5,10,5,1
1961,104,5.11,1,6,0,0
6383,98,4.81,9,4,1,0
8853,69,9.8,7,1,0,0
9973,109,7.27,1,10,2,0
1251,112,7.44,9,7,3,0
3176,77,5.24,7,4,4,0
7760,119,5.55,1,10,0,0
5013,96,8.52,7,2,2,0
9705,87,9.47,4,1,5,0
6539,84,10.12,6,7,4,0
3289,95,7.43,3,8,2,0
6448,66,6.62,2,8,2,0
8726,147,9.36,10,10,4,1
7611,44,4.72,8,9,1,0
6275,101,9.8,3,4,3,0
6887,127,7.8,7,6,5,0
1051,105,5.02,1,2,0,0
4069,115,7.85,7,3,4,0
6022,137,7.56,4,1,2,0
5552,97,6.94,6,5,2,0
272,117,6.23,7,6,2,0
2042,92,6.99,10,8,5,0
4763,105,10.13,1,7,3,0
8997,123,9.09,5,9,5,1
5204,135,9.63,8,6,2,1
9509,112,5.26,3,4,5,0
1086,115,5.53,4,8,0,0
8373,63,7.62,7,10,0,0
7732,93,9.11,8,8,3,1
7515,107,9.47,9,3,0,0
6678,90,5.59,1,10,4,0
4322,118,5.51,5,7,1,0
6946,72,8.58,7,5,0,0
7747,104,5.67,1,1,4,0
6772,66,7.45,8,6,5,0
5518,81,5.61,1,1,5,0
5117,91,6.65,8,10,2,0
6179,113,8.04,6,6,4,1
4709,99,7.29,1,10,3,0
8121,82,9.76,7,8,1,0
5969,91,7.29,6,3,3,0
6784,110,6.98,5,9,4,0
3478,117,8.68,9,3,5,1
8414,91,6.17,2,9,2,0
3924,96,8.51,8,8,4,1
1748,102,8.68,10,7,3,0
732,106,9.89,3,4,0,0
2553,105,10.14,4,10,4,1
5458,84,7.94,8,10,2,0
5873,86,9.59,7,4,0,0
2662,108,4.83,6,2,4,0
9398,92,9.27,3,10,4,1
6455,84,10.35,10,7,2,0
3113,81,8.16,5,3,1,0
3303,84,5.35,4,7,5,0
1344,114,5.79,9,5,5,0
1690,108,9.47,8,10,2,1
7180,104,4.64,10,5,1,0
6499,94,7.21,10,5,3,0
3308,126,7.36,3,6,1,0
1504,97,8.25,6,4,3,0
1806,104,7.35,8,7,0,0
8469,91,8.49,3,10,3,1
5369,123,8.62,2,4,5,1
3791,93,8.47,10,10,2,1
9520,115,9.47,8,8,3,1
7329,92,6.04,8,1,5,0
5909,86,7.62,3,6,0,0
6825,91,6.39,3,10,5,0
7263,120,9.22,6,1,5,1
1848,114,7.45,1,5,1,0
4512,91,10.38,3,8,2,1
2431,84,5.49,2,10,2,0
4660,122,8.59,3,2,5,1
8885,106,6.44,5,5,4,0
5584,117,8.31,6,6,1,0
142,75,6.39,10,10,5,0
8760,114,8.23,8,9,1,1
9211,86,5.26,6,8,3,0
5264,117,7.88,1,2,3,0
3409,130,4.91,9,3,2,0
1117,99,6.58,9,3,1,0
1756,97,7.01,1,2,1,0
497,97,5.7,3,5,1,0
8031,122,8.27,2,10,4,1
870,97,8.67,10,10,2,1
3357,68,7.17,1,8,0,0
912,103,5.37,2,8,5,0
721,74,5.61,9,7,0,0
2805,73,5.17,9,6,0,0
9943,127,8.73,5,2,4,1
886,108,8.72,7,1,1,0
9592,118,9.25,8,3,4,1
6587,96,7.25,4,2,1,0
8100,64,7.92,9,4,3,0
1520,118,6.82,6,6,1,0
8689,102,6.83,7,2,2,0
2746,103,8.56,5,2,4,0
6700,117,8.47,8,2,5,1
5775,80,6.35,7,6,3,0
314,119,5.87,5,5,5,0
1799,100,9.11,3,6,0,0
327,111,9.28,7,3,0,0
5642,57,6.34,3,3,0,0
4204,101,5.17,7,8,4,0
3129,93,9.21,10,6,2,0
6860,87,10.07,7,4,0,0
9905,81,8.19,10,3,2,0
3968,130,9.29,4,1,3,1
5743,78,9.45,10,4,2,0
6226,78,6.68,9,5,4,0
1973,102,8.5,1,8,5,1
336,87,5.29,8,3,2,0
2764,103,7.96,8,10,4,0
7660,120,7.64,9,4,1,0
275,106,8.92,1,3,3,0
2985,85,6.58,8,5,0,0
5646,90,9.92,2,10,1,0
5849,91,6.98,4,5,4,0
3477,68,5.12,3,6,1,0
7558,86,6.49,8,7,3,0
3558,98,6.11,5,7,0,0
2809,91,8.09,9,1,3,0
9113,95,9.37,7,5,4,0
4861,87,7.38,4,5,4,0
6586,121,6.18,2,2,0,0
3416,112,9.0,6,2,1,0
307,91,9.02,10,9,0,0
3908,108,9.06,1,1,3,0
348,89,9.52,10,10,3,1
826,123,9.04,4,3,2,1
9501,119,8.0,9,4,1,0
4482,87,7.66,8,10,5,0
6576,90,9.55,3,3,0,0
3682,102,5.49,2,3,1,0
5876,75,6.23,6,5,2,0
8387,105,8.24,7,8,2,1
2053,95,5.27,3,8,4,0
71,123,9.11,8,9,0,1
5507,62,9.75,3,7,5,0
8514,93,4.84,6,3,5,0
7510,126,6.64,1,3,5,0
8151,91,5.78,4,2,4,0
1666,85,6.64,10,6,1,0
7861,102,7.15,8,2,4,0
9159,117,8.13,6,10,3,1
5688,80,5.47,7,9,5,0
1445,90,8.18,10,3,4,0
5227,106,8.0,7,3,1,0
6982,95,6.38,8,8,2,0
1695,129,8.99,9,4,2,1
2892,111,7.92,5,9,3,1
1574,106,9.17,7,7,2,0
3203,119,5.17,8,1,1,0
4405,112,6.78,3,9,4,1
1630,107,7.68,1,1,3,0
8380,101,9.81,8,10,4,1
1881,124,7.79,9,6,4,0
8821,120,5.32,1,10,5,1
6463,108,8.67,2,3,5,0
848,90,7.42,6,1,4,0
9923,115,9.57,9,9,5,1
6188,99,5.95,4,5,5,0
5869,94,9.67,5,10,2,1
2877,89,8.06,1,10,5,1
186,107,6.53,6,8,0,0
3779,98,8.98,8,10,1,0
1830,110,6.87,7,1,1,0
8325,124,5.55,3,7,5,0
9241,99,8.75,1,7,4,0
6378,113,5.85,10,3,2,0
1234,87,7.71,10,4,0,0
6964,102,9.83,8,10,2,1
3915,98,8.69,3,10,0,0
446,105,8.36,3,4,2,0
844,102,8.74,3,3,1,0
8062,77,9.48,5,6,0,0
5402,108,8.91,2,9,0,0
2440,126,8.34,2,5,2,1
3103,116,5.88,1,2,5,0
8585,108,7.61,2,4,2,0
6791,93,5.32,6,10,3,0
5650,97,8.22,2,10,1,0
1294,101,9.6,1,4,2,0
5079,122,6.65,5,9,4,1
9016,74,5.41,2,2,2,0
5067,124,7.34,5,2,3,0
3442,102,7.32,6,7,3,0
8451,106,7.9,10,10,4,0
7273,96,7.96,7,9,3,0
6105,115,7.47,6,5,0,0
776,89,6.5,10,4,1,0
9716,103,6.26,1,10,2,0
2153,103,4.61,2,10,4,0
4920,124,7.23,8,7,3,0
5360,99,9.07,6,9,4,1
9735,97,5.78,5,8,3,0
5957,109,8.26,6,6,5,0
8411,115,7.16,9,9,4,1
8432,90,8.27,6,10,4,1
3183,95,8.3,9,3,3,0
6792,113,6.86,7,6,3,0
3199,106,9.93,8,5,4,0
9369,105,5.97,9,3,2,0
1289,67,6.7,7,1,5,0
4581,85,10.11,5,5,4,0
6192,89,6.15,8,9,3,0
8935,99,5.65,8,8,4,0
7149,88,9.53,6,4,2,0
9846,104,7.61,10,10,0,0
4106,95,7.41,8,9,1,0
4126,86,6.33,1,1,3,0
8300,121,7.78,8,5,5,0
3966,104,7.42,7,3,0,0
1879,87,8.17,2,7,3,0
8496,108,8.44,1,7,3,0
9299,84,9.31,8,10,1,0
6348,82,5.13,6,3,1,0
3587,86,9.84,3,7,1,0
7372,94,5.97,6,6,0,0
3865,89,6.09,1,7,0,0
8487,85,7.2,9,9,2,0
4131,100,9.18,1,6,1,0
1036,81,7.8,2,6,3,0
636,112,8.25,1,9,1,1
6153,86,6.8,6,7,1,0
4134,98,9.63,10,6,5,0
5338,94,6.61,7,8,2,0
1083,131,6.06,2,4,2,0
861,77,5.56,4,1,3,0
903,119,5.22,2,9,4,1
191,112,6.22,9,3,3,0
109,98,9.57,9,9,5,1
4455,104,9.27,10,7,2,0
1942,104,7.1,9,8,1,0
5856,66,6.19,7,3,0,0
4331,82,5.28,3,4,5,0
8541,79,5.16,5,9,1,0
2040,89,6.47,1,7,4,0
7331,110,5.62,4,4,5,0
7317,118,9.59,5,10,2,1
7779,85,5.65,2,8,2,0
4659,87,6.67,3,9,3,0
7313,70,7.23,5,4,1,0
2775,95,7.86,8,7,5,0
4145,60,6.4,7,10,4,0
2323,125,7.61,3,9,3,1
762,138,5.94,3,8,1,0
2617,101,8.43,9,2,4,0
2411,123,7.1,7,10,1,0
1094,110,5.77,5,3,3,0
6173,80,9.91,1,9,4,1
7048,80,4.69,1,3,1,0
9272,84,5.4,3,2,2,0
3135,106,7.46,6,7,0,0
7787,90,7.91,8,10,1,0
5040,107,9.45,7,10,1,0
3805,107,7.29,4,6,4,0
884,110,8.93,5,10,1,0
2654,90,5.19,8,5,5,0
5921,102,5.75,2,8,2,0
6187,117,9.12,6,5,0,0
8085,103,8.78,8,9,0,0
6742,76,7.34,6,9,3,0
7626,116,7.03,3,9,3,1
5680,85,9.3,2,9,1,0
7007,120,6.98,9,3,2,0
9686,71,8.3,7,2,2,0
2202,110,6.18,7,1,2,0
6107,87,9.07,10,9,3,1
6417,122,7.96,3,9,1,0
1262,108,6.38,2,10,5,0
8379,103,8.33,5,8,3,1
975,71,7.74,6,5,0,0
5831,98,5.25,10,6,5,0
4925,92,5.93,8,4,3,0
941,113,7.05,10,4,4,0
4723,95,9.7,2,4,0,0
2387,86,8.31,9,10,3,1
9728,93,9.77,3,10,1,0
5021,88,8.69,7,10,0,0
4391,112,5.3,5,8,2,1
5148,111,7.15,8,7,3,0
3221,111,9.59,10,1,5,1
3882,72,6.09,8,7,1,0
9438,112,4.97,5,1,3,0
6624,90,9.32,3,6,5,0
5918,109,8.75,2,10,4,1
2789,102,5.51,3,8,1,0
944,127,6.76,6,4,4,0
8908,108,7.8,3,10,2,0
1857,96,6.92,7,10,4,0
9080,98,5.87,7,10,5,0
4108,96,8.28,9,3,5,0
8513,107,9.29,5,3,5,0
3255,102,6.72,5,4,0,0
2690,84,6.82,7,8,2,0
9512,114,9.77,5,10,1,1
6961,103,8.63,1,8,5,1
1319,97,6.53,9,7,5,0
8882,114,8.2,6,6,5,1
9880,100,7.8,10,7,5,0
5162,98,5.76,4,10,4,0
5829,120,5.67,7,9,0,0
7953,79,9.07,5,8,1,0
5958,93,5.69,8,10,5,0
9271,119,9.48,4,2,0,0
3475,80,10.19,4,2,2,0
3505,79,9.9,5,3,0,0
4749,101,7.0,3,9,2,0
2477,121,9.69,5,3,5,1
9490,103,7.44,4,8,3,0
6615,99,7.69,9,3,2,0
7413,106,7.96,5,3,3,0
7586,84,7.56,6,2,2,0
5344,95,9.32,1,2,5,0
9863,83,7.53,6,7,2,0
7111,102,7.83,4,1,4,0
1874,119,5.52,10,4,4,0
8516,86,6.79,8,5,5,0
5270,119,10.08,1,9,5,1
5096,113,6.12,10,10,2,1
2904,77,9.1,2,2,0,0
570,100,9.81,1,10,0,0
1448,118,6.47,3,3,2,0
5964,120,8.59,1,5,4,1
6242,119,7.22,6,4,4,0
6347,119,6.13,10,5,4,0
7874,142,10.2,6,9,3,1
9816,101,7.87,9,9,3,0
3226,87,5.89,6,10,4,0
9744,108,9.37,1,3,4,0
3978,108,10.07,7,8,2,1
4383,102,5.01,5,8,1,0
7856,81,9.08,8,4,2,0
3539,97,6.77,1,10,0,0
5682,84,6.78,8,1,2,0
2827,99,9.08,7,4,0,0
7658,111,5.75,4,1,0,0
4996,110,7.99,5,2,5,0
1338,94,7.05,5,10,2,0
3262,86,4.92,2,8,5,0
6386,99,7.72,3,8,2,0
7951,114,7.05,10,1,4,0
650,127,9.5,6,3,4,1
2902,91,9.47,6,9,5,1
2258,60,9.49,5,7,0,0
7402,98,6.72,2,3,2,0
3521,62,8.21,4,5,0,0
2730,118,8.1,3,5,3,1
5496,98,8.74,1,5,2,0
4478,79,9.12,10,8,0,0
1596,109,9.06,7,7,4,0
7066,94,7.13,3,6,5,0
2584,116,5.8,8,7,2,0
5441,90,5.33,1,2,5,0
3196,110,7.56,8,3,2,0
8523,84,6.31,3,6,5,0
7682,96,6.13,8,8,3,0
5376,138,9.4,2,3,5,1
1258,89,4.94,6,4,3,0
5277,81,6.94,6,1,5,0
991,69,5.38,1,8,1,0
3504,92,8.95,8,1,3,0
113,136,9.09,5,8,3,1
919,102,6.28,2,8,4,0
2509,80,6.76,6,7,2,0
9404,109,6.03,4,5,3,0
165,106,7.25,4,5,3,0
5263,106,7.28,4,6,0,0
4603,119,9.46,2,3,2,1
949,103,7.08,3,7,3,0
4594,99,9.01,8,3,1,0
5727,96,7.61,6,1,5,0
3770,115,8.51,2,3,1,0
2506,144,9.88,3,6,2,1
5107,100,8.47,4,8,4,1
